CCAA,Total_Ingresados,PercCamasCovid,UCI,PerCamasUCI,Ingresos24h,Altas24h,fecha
Aragón,373,886,69,30,34,47,2021-05-04
Cantabria,121,798,28,2373,21,13,2021-05-04
Castilla y León,478,7,125,2408,44,74,2021-05-04
Castilla-La Mancha,467,936,87,2358,47,50,2021-05-04
Cataluña,1904,761,508,353,182,221,2021-05-04
Ceuta,21,1061,6,3529,4,4,2021-05-04
Comunidad de Madrid,2812,1609,589,4442,181,104,2021-05-04
Comunidad Foral de Navarra,166,847,32,2336,13,18,2021-05-04
Comunidad Valenciana,201,178,57,62,16,27,2021-05-04
España,9592,766,2292,2289,879,980,2021-05-04
Extremadura,56,191,13,653,3,4,2021-05-04
Galicia,225,273,51,669,34,16,2021-05-04
Islas Baleares,65,197,24,87,2,11,2021-05-04
Islas Canarias,248,448,72,1509,20,9,2021-05-04
La Rioja,69,954,21,3962,3,14,2021-05-04
Melilla,21,1154,5,2941,0,3,2021-05-04
País Vasco,764,1529,178,3853,104,146,2021-05-04
Principado de Asturias,203,58,51,1594,22,19,2021-05-04
Región de Murcia,66,16,26,547,10,12,2021-05-04
Andalucía,1283,709,334,1762,164,210,2021-05-05
Aragón,368,873,72,313,46,47,2021-05-05
Cantabria,114,751,27,2288,13,16,2021-05-05
Castilla y León,459,671,127,2442,41,63,2021-05-05
Castilla-La Mancha,446,896,88,2391,36,47,2021-05-05
Cataluña,1821,718,505,3519,185,270,2021-05-05
Ceuta,21,1055,6,3529,0,0,2021-05-05
Comunidad de Madrid,2636,1503,558,4195,284,408,2021-05-05
Comunidad Foral de Navarra,158,811,31,2263,12,19,2021-05-05
Comunidad Valenciana,187,164,53,578,14,17,2021-05-05
España,9132,726,2231,2225,975,1319,2021-05-05
Extremadura,50,17,10,478,3,11,2021-05-05
Galicia,203,242,47,606,30,26,2021-05-05
Islas Baleares,61,185,24,87,5,10,2021-05-05
Islas Canarias,236,426,71,1488,21,18,2021-05-05
La Rioja,64,885,19,3585,7,13,2021-05-05
Melilla,18,989,4,2353,0,3,2021-05-05
País Vasco,746,1489,174,3816,90,116,2021-05-05
Principado de Asturias,187,534,53,1646,15,19,2021-05-05
Región de Murcia,74,18,28,589,9,6,2021-05-05
Andalucía,1241,685,325,1713,147,192,2021-05-06
Aragón,382,905,73,3174,53,32,2021-05-06
Cantabria,105,692,28,2373,11,18,2021-05-06
Castilla y León,447,655,127,2442,51,46,2021-05-06
Castilla-La Mancha,441,886,91,2473,55,52,2021-05-06
Cataluña,1785,705,503,3479,162,246,2021-05-06
Ceuta,21,1055,6,3529,1,1,2021-05-06
Comunidad de Madrid,2544,1448,562,4274,251,324,2021-05-06
Comunidad Foral de Navarra,150,771,29,2117,11,18,2021-05-06
Comunidad Valenciana,186,163,52,566,21,21,2021-05-06
España,8900,707,2212,221,915,1143,2021-05-06
Extremadura,50,17,10,478,5,3,2021-05-06
Galicia,204,243,45,596,29,16,2021-05-06
Islas Baleares,59,179,25,906,8,10,2021-05-06
Islas Canarias,235,424,70,1468,12,15,2021-05-06
La Rioja,65,899,17,3208,4,5,2021-05-06
Melilla,19,1044,3,1765,2,1,2021-05-06
País Vasco,710,1415,172,3764,66,114,2021-05-06
Principado de Asturias,183,523,48,1491,17,14,2021-05-06
Región de Murcia,73,177,26,547,9,15,2021-05-06
Andalucía,1210,67,326,172,138,165,2021-05-07
Aragón,379,899,74,3217,51,50,2021-05-07
Cantabria,104,686,26,2203,11,13,2021-05-07
Castilla y León,419,614,131,2519,41,60,2021-05-07
Castilla-La Mancha,441,886,91,2459,42,44,2021-05-07
Cataluña,1683,665,482,3368,167,205,2021-05-07
Ceuta,21,1061,6,3529,1,1,2021-05-07
Comunidad de Madrid,2466,1413,554,4223,234,278,2021-05-07
Comunidad Foral de Navarra,151,776,26,1898,16,15,2021-05-07
Comunidad Valenciana,176,154,50,543,28,22,2021-05-07
España,8605,685,2183,2185,905,1039,2021-05-07
Extremadura,48,163,10,478,6,3,2021-05-07
Galicia,194,231,42,556,37,35,2021-05-07
Islas Baleares,58,176,26,942,4,5,2021-05-07
Islas Canarias,228,412,73,153,17,16,2021-05-07
La Rioja,70,968,18,3396,8,3,2021-05-07
Melilla,19,1044,2,1176,3,3,2021-05-07
País Vasco,686,1368,170,3696,75,99,2021-05-07
Principado de Asturias,182,525,47,1483,16,14,2021-05-07
Región de Murcia,70,17,29,611,10,8,2021-05-07
Andalucía,1252,691,322,17,102,73,2021-05-10
Aragón,383,909,74,3217,29,10,2021-05-10
Cantabria,116,765,30,2542,14,2,2021-05-10
Castilla y León,448,662,125,248,39,13,2021-05-10
Castilla-La Mancha,422,854,88,2418,18,16,2021-05-10
Cataluña,1611,639,466,3261,109,99,2021-05-10
Ceuta,19,955,5,2941,0,0,2021-05-10
Comunidad de Madrid,2432,1397,541,4139,149,77,2021-05-10
Comunidad Foral de Navarra,133,682,29,2117,10,2,2021-05-10
Comunidad Valenciana,166,146,44,482,27,5,2021-05-10
España,8531,681,2134,2143,612,348,2021-05-10
Extremadura,59,2,13,613,7,3,2021-05-10
Galicia,205,245,43,57,20,4,2021-05-10
Islas Baleares,63,191,24,87,3,1,2021-05-10
Islas Canarias,218,394,72,1509,10,4,2021-05-10
La Rioja,73,101,17,3208,6,2,2021-05-10
Melilla,20,1099,1,588,4,0,2021-05-10
País Vasco,670,1355,167,3607,46,27,2021-05-10
Principado de Asturias,169,488,43,1356,8,5,2021-05-10
Región de Murcia,72,175,30,632,11,5,2021-05-10
Andalucía,1181,652,310,1637,120,185,2021-05-11
Aragón,371,881,75,3247,38,47,2021-05-11
Cantabria,104,686,27,2288,11,21,2021-05-11
Castilla y León,401,588,125,2404,44,74,2021-05-11
Castilla-La Mancha,412,826,88,2391,33,44,2021-05-11
Cataluña,1590,636,445,3123,136,193,2021-05-11
Ceuta,18,905,4,2353,0,1,2021-05-11
Comunidad de Madrid,2275,1309,525,4051,216,343,2021-05-11
Comunidad Foral de Navarra,119,611,26,1898,7,20,2021-05-11
Comunidad Valenciana,155,136,37,411,21,24,2021-05-11
España,8106,647,2038,2048,789,1180,2021-05-11
Extremadura,56,19,10,472,5,7,2021-05-11
Galicia,196,234,37,49,34,35,2021-05-11
Islas Baleares,53,161,20,725,4,12,2021-05-11
Islas Canarias,208,378,70,1468,12,19,2021-05-11
La Rioja,71,982,16,3019,8,11,2021-05-11
Melilla,17,934,0,0,0,3,2021-05-11
País Vasco,650,13,155,3348,78,107,2021-05-11
Principado de Asturias,154,444,39,123,12,22,2021-05-11
Región de Murcia,75,182,29,611,10,12,2021-05-11
Andalucía,1150,635,305,161,139,179,2021-05-12
Aragón,356,844,70,3043,31,41,2021-05-12
Cantabria,100,659,24,2034,8,14,2021-05-12
Castilla y León,383,561,123,2365,35,44,2021-05-12
Castilla-La Mancha,390,782,87,2364,29,49,2021-05-12
Cataluña,1468,583,431,3083,120,225,2021-05-12
Ceuta,14,7,4,2353,0,4,2021-05-12
Comunidad de Madrid,2166,1234,508,395,163,254,2021-05-12
Comunidad Foral de Navarra,119,614,23,1679,11,11,2021-05-12
Comunidad Valenciana,143,125,39,433,14,23,2021-05-12
España,7696,613,1991,2011,715,1048,2021-05-12
Extremadura,55,187,10,472,4,5,2021-05-12
Galicia,193,23,35,464,34,19,2021-05-12
Islas Baleares,50,152,19,688,6,9,2021-05-12
Islas Canarias,196,356,73,153,13,17,2021-05-12
La Rioja,68,941,17,3208,8,11,2021-05-12
Melilla,17,934,1,588,5,5,2021-05-12
País Vasco,628,1258,153,3305,80,109,2021-05-12
Principado de Asturias,133,385,39,1279,8,19,2021-05-12
Región de Murcia,67,163,30,632,7,10,2021-05-12
Andalucía,1098,606,291,1529,125,177,2021-05-13
Aragón,324,766,63,2739,24,52,2021-05-13
Cantabria,101,666,20,1695,15,13,2021-05-13
Castilla y León,365,536,122,2346,32,37,2021-05-13
Castilla-La Mancha,388,779,83,2255,33,36,2021-05-13
Cataluña,1419,561,431,3083,123,195,2021-05-13
Ceuta,13,65,4,2353,0,1,2021-05-13
Comunidad de Madrid,2084,1191,497,3847,195,259,2021-05-13
Comunidad Foral de Navarra,109,563,22,1606,4,14,2021-05-13
Comunidad Valenciana,143,125,39,433,21,15,2021-05-13
España,7375,587,1931,1951,706,998,2021-05-13
Extremadura,42,143,10,503,2,11,2021-05-13
Galicia,179,213,35,464,19,30,2021-05-13
Islas Baleares,44,134,16,58,3,7,2021-05-13
Islas Canarias,185,336,66,1384,10,15,2021-05-13
La Rioja,61,844,17,3208,2,9,2021-05-13
Melilla,16,879,0,0,2,3,2021-05-13
País Vasco,608,1225,151,329,71,99,2021-05-13
Principado de Asturias,130,376,37,1213,15,14,2021-05-13
Región de Murcia,66,16,27,568,10,11,2021-05-13
Andalucía,1065,588,278,1468,133,167,2021-05-14
Aragón,313,74,62,2696,39,45,2021-05-14
Cantabria,95,626,20,1695,12,16,2021-05-14
Castilla y León,358,525,124,2385,29,31,2021-05-14
Castilla-La Mancha,376,755,83,2255,20,53,2021-05-14
Cataluña,1334,527,423,3024,137,198,2021-05-14
Ceuta,10,498,4,2353,0,3,2021-05-14
Comunidad de Madrid,1999,1147,493,3784,167,211,2021-05-14
Comunidad Foral de Navarra,107,554,21,1579,10,13,2021-05-14
Comunidad Valenciana,145,127,33,367,23,18,2021-05-14
España,7088,565,1899,1917,702,916,2021-05-14
Extremadura,40,136,12,566,2,6,2021-05-14
Galicia,181,215,35,464,37,18,2021-05-14
Islas Baleares,44,133,15,543,4,2,2021-05-14
Islas Canarias,184,334,65,1363,9,15,2021-05-14
La Rioja,58,802,17,3208,4,7,2021-05-14
Melilla,18,989,0,0,3,1,2021-05-14
País Vasco,566,1151,148,3246,51,94,2021-05-14
Principado de Asturias,120,347,37,1213,8,12,2021-05-14
Región de Murcia,75,182,29,611,14,6,2021-05-14
Andalucía,1067,591,278,1471,96,62,2021-05-17
Aragón,303,717,63,2739,25,4,2021-05-17
Cantabria,86,567,21,178,5,6,2021-05-17
Castilla y León,353,521,115,2207,32,15,2021-05-17
Castilla-La Mancha,370,743,90,2446,30,8,2021-05-17
Cataluña,1299,524,393,2858,84,45,2021-05-17
Ceuta,6,3,3,1765,0,0,2021-05-17
Comunidad de Madrid,1966,114,488,3833,107,66,2021-05-17
Comunidad Foral de Navarra,93,482,19,1429,4,3,2021-05-17
Comunidad Valenciana,149,131,36,4,21,10,2021-05-17
España,6923,554,1836,1866,494,293,2021-05-17
Extremadura,47,16,13,622,4,1,2021-05-17
Galicia,159,189,29,384,23,37,2021-05-17
Islas Baleares,49,149,15,543,5,2,2021-05-17
Islas Canarias,178,323,53,1116,11,2,2021-05-17
La Rioja,55,761,16,3019,3,1,2021-05-17
Melilla,19,1044,2,1176,1,0,2021-05-17
País Vasco,544,1123,139,3089,26,24,2021-05-17
Principado de Asturias,108,313,34,1115,9,3,2021-05-17
Región de Murcia,72,175,29,611,8,4,2021-05-17
Andalucía,1030,571,267,141,121,159,2021-05-18
Aragón,296,699,63,2739,40,47,2021-05-18
Cantabria,74,488,21,178,2,11,2021-05-18
Castilla y León,321,472,118,2265,36,51,2021-05-18
Castilla-La Mancha,362,727,89,2412,35,49,2021-05-18
Cataluña,1185,468,365,2688,85,197,2021-05-18
Ceuta,6,3,3,1765,0,0,2021-05-18
Comunidad de Madrid,1892,1096,479,3748,161,222,2021-05-18
Comunidad Foral de Navarra,95,492,20,1504,10,10,2021-05-18
Comunidad Valenciana,133,116,34,377,18,32,2021-05-18
España,6568,524,1774,1803,621,944,2021-05-18
Extremadura,43,146,14,66,4,6,2021-05-18
Galicia,168,2,32,424,14,5,2021-05-18
Islas Baleares,48,145,13,471,5,5,2021-05-18
Islas Canarias,179,325,49,1032,12,12,2021-05-18
La Rioja,54,747,15,283,5,7,2021-05-18
Melilla,16,879,2,1176,2,5,2021-05-18
País Vasco,502,1021,133,2936,49,100,2021-05-18
Principado de Asturias,93,269,30,984,11,16,2021-05-18
Región de Murcia,71,172,27,568,11,10,2021-05-18
Andalucía,982,543,258,1367,106,159,2021-05-19
Aragón,283,669,63,2739,34,46,2021-05-19
Cantabria,74,488,19,161,7,8,2021-05-19
Castilla y León,309,457,119,2297,22,35,2021-05-19
Castilla-La Mancha,344,691,86,2337,30,40,2021-05-19
Cataluña,1091,431,356,2614,96,182,2021-05-19
Ceuta,8,4,3,1765,2,0,2021-05-19
Comunidad de Madrid,1799,1044,470,3675,157,222,2021-05-19
Comunidad Foral de Navarra,81,419,19,1429,1,15,2021-05-19
Comunidad Valenciana,131,115,32,355,15,11,2021-05-19
España,6267,5,1740,177,610,856,2021-05-19
Extremadura,40,136,12,574,4,8,2021-05-19
Galicia,154,182,32,424,22,24,2021-05-19
Islas Baleares,49,148,14,507,2,6,2021-05-19
Islas Canarias,179,325,51,1074,20,13,2021-05-19
La Rioja,52,719,15,283,7,10,2021-05-19
Melilla,16,879,1,588,3,3,2021-05-19
País Vasco,497,1002,130,2876,55,67,2021-05-19
Principado de Asturias,99,287,31,1016,13,3,2021-05-19
Región de Murcia,79,192,29,611,14,4,2021-05-19
Andalucía,961,531,252,1329,119,138,2021-05-20
Aragón,268,634,62,2696,19,25,2021-05-20
Cantabria,72,475,17,1441,6,7,2021-05-20
Castilla y León,294,434,111,2147,37,36,2021-05-20
Castilla-La Mancha,327,657,87,2364,21,37,2021-05-20
Cataluña,1026,405,345,2557,93,176,2021-05-20
Ceuta,7,352,3,1765,1,2,2021-05-20
Comunidad de Madrid,1692,981,465,3636,129,218,2021-05-20
Comunidad Foral de Navarra,75,392,17,1278,7,13,2021-05-20
Comunidad Valenciana,122,107,27,311,18,16,2021-05-20
España,5950,475,1690,1727,567,831,2021-05-20
Extremadura,37,126,13,622,4,6,2021-05-20
Galicia,141,167,27,358,19,21,2021-05-20
Islas Baleares,46,139,14,507,3,6,2021-05-20
Islas Canarias,178,323,47,989,9,10,2021-05-20
La Rioja,48,664,13,2453,5,11,2021-05-20
Melilla,13,714,1,588,0,3,2021-05-20
País Vasco,474,958,129,2892,54,82,2021-05-20
Principado de Asturias,90,26,31,1016,8,13,2021-05-20
Región de Murcia,79,192,29,611,15,11,2021-05-20
Andalucía,921,509,243,1283,113,145,2021-05-21
Aragón,247,584,59,2565,20,40,2021-05-21
Cantabria,65,428,17,1417,3,10,2021-05-21
Castilla y León,287,424,113,2177,27,22,2021-05-21
Castilla-La Mancha,323,649,83,2255,23,27,2021-05-21
Cataluña,973,386,333,2467,84,162,2021-05-21
Ceuta,5,251,3,1765,0,2,2021-05-21
Comunidad de Madrid,1632,949,460,3563,135,168,2021-05-21
Comunidad Foral de Navarra,74,387,17,1278,7,9,2021-05-21
Comunidad Valenciana,112,98,29,331,16,17,2021-05-21
España,5717,457,1655,1687,553,754,2021-05-21
Extremadura,41,139,14,67,8,2,2021-05-21
Galicia,129,152,27,358,19,31,2021-05-21
Islas Baleares,46,14,14,507,1,2,2021-05-21
Islas Canarias,174,316,47,989,14,18,2021-05-21
La Rioja,46,636,15,283,4,5,2021-05-21
Melilla,9,495,1,588,0,4,2021-05-21
País Vasco,468,951,123,2752,54,70,2021-05-21
Principado de Asturias,89,258,30,984,13,9,2021-05-21
Región de Murcia,76,185,27,568,12,11,2021-05-21
Andalucía,906,502,247,1307,89,51,2021-05-24
Aragón,251,594,57,2478,19,3,2021-05-24
Cantabria,45,297,15,1271,1,16,2021-05-24
Castilla y León,298,44,113,2181,23,5,2021-05-24
Castilla-La Mancha,308,621,82,2228,15,12,2021-05-24
Cataluña,935,373,313,2346,55,54,2021-05-24
Ceuta,4,199,3,1765,0,0,2021-05-24
Comunidad de Madrid,1581,933,447,3539,94,67,2021-05-24
Comunidad Foral de Navarra,70,366,22,1654,2,3,2021-05-24
Comunidad Valenciana,111,98,31,355,9,4,2021-05-24
España,5614,451,1627,1671,399,252,2021-05-24
Extremadura,40,136,14,67,7,3,2021-05-24
Galicia,139,164,26,344,27,5,2021-05-24
Islas Baleares,43,131,13,471,0,1,2021-05-24
Islas Canarias,183,331,49,1032,9,2,2021-05-24
La Rioja,46,636,14,2642,2,1,2021-05-24
Melilla,8,44,2,1176,0,1,2021-05-24
País Vasco,457,939,123,286,26,20,2021-05-24
Principado de Asturias,107,31,29,951,12,0,2021-05-24
Región de Murcia,77,187,27,568,9,4,2021-05-24
Andalucía,889,491,228,1208,125,144,2021-05-25
Aragón,247,584,57,2478,26,29,2021-05-25
Cantabria,45,297,16,1356,2,1,2021-05-25
Castilla y León,281,413,111,2143,36,39,2021-05-25
Castilla-La Mancha,297,599,85,231,23,34,2021-05-25
Cataluña,902,36,302,2245,67,106,2021-05-25
Ceuta,4,199,3,1765,0,0,2021-05-25
Comunidad de Madrid,1504,887,427,3416,121,192,2021-05-25
Comunidad Foral de Navarra,58,303,13,977,4,9,2021-05-25
Comunidad Valenciana,124,109,28,323,24,15,2021-05-25
España,5412,434,1552,1597,549,715,2021-05-25
Extremadura,34,115,12,574,6,8,2021-05-25
Galicia,135,159,27,358,26,17,2021-05-25
Islas Baleares,45,137,12,435,7,5,2021-05-25
Islas Canarias,186,338,50,1064,15,11,2021-05-25
La Rioja,41,567,14,2642,0,5,2021-05-25
Melilla,9,495,1,588,3,2,2021-05-25
País Vasco,439,887,111,2618,47,76,2021-05-25
Principado de Asturias,103,298,29,951,9,8,2021-05-25
Región de Murcia,69,168,26,547,8,14,2021-05-25
Andalucía,844,467,229,1213,94,140,2021-05-26
Aragón,223,527,58,2522,22,40,2021-05-26
Cantabria,39,257,16,1356,3,7,2021-05-26
Castilla y León,265,391,106,2046,18,24,2021-05-26
Castilla-La Mancha,285,574,83,2255,27,37,2021-05-26
Cataluña,826,328,274,2049,77,149,2021-05-26
Ceuta,4,199,3,1765,0,0,2021-05-26
Comunidad de Madrid,1445,851,409,3309,139,167,2021-05-26
Comunidad Foral de Navarra,50,263,12,909,4,11,2021-05-26
Comunidad Valenciana,118,104,25,289,28,19,2021-05-26
España,5100,409,1489,1534,512,728,2021-05-26
Extremadura,34,115,12,574,2,1,2021-05-26
Galicia,128,151,27,358,22,23,2021-05-26
Islas Baleares,40,122,11,399,0,4,2021-05-26
Islas Canarias,170,308,45,947,5,13,2021-05-26
La Rioja,38,526,14,2642,3,4,2021-05-26
Melilla,8,44,1,588,0,1,2021-05-26
País Vasco,415,837,108,2512,46,74,2021-05-26
Principado de Asturias,102,295,30,984,13,5,2021-05-26
Región de Murcia,66,16,26,547,9,9,2021-05-26
Andalucía,829,458,225,119,135,144,2021-05-27
Aragón,219,518,56,2435,22,23,2021-05-27
Cantabria,35,231,12,1017,5,10,2021-05-27
Castilla y León,276,408,105,2075,40,24,2021-05-27
Castilla-La Mancha,258,517,79,2147,16,43,2021-05-27
Cataluña,816,325,278,2076,88,116,2021-05-27
Ceuta,4,204,3,1765,0,0,2021-05-27
Comunidad de Madrid,1379,81,408,3272,104,163,2021-05-27
Comunidad Foral de Navarra,47,247,11,833,2,6,2021-05-27
Comunidad Valenciana,116,102,27,312,21,21,2021-05-27
España,4941,396,1468,1512,550,684,2021-05-27
Extremadura,28,95,9,431,1,6,2021-05-27
Galicia,118,139,28,371,24,17,2021-05-27
Islas Baleares,39,119,11,401,0,1,2021-05-27
Islas Canarias,169,307,43,905,17,14,2021-05-27
La Rioja,41,567,15,283,9,5,2021-05-27
Melilla,11,604,1,588,3,0,2021-05-27
País Vasco,390,787,103,2362,37,69,2021-05-27
Principado de Asturias,100,289,29,951,13,11,2021-05-27
Región de Murcia,66,16,25,526,13,11,2021-05-27
Andalucía,830,459,221,1172,109,100,2021-05-28
Aragón,215,509,51,2217,26,30,2021-05-28
Cantabria,35,231,12,1017,6,9,2021-05-28
Castilla y León,278,411,105,2075,25,16,2021-05-28
Castilla-La Mancha,246,494,78,212,19,31,2021-05-28
Cataluña,800,319,275,2057,74,104,2021-05-28
Ceuta,5,255,3,1765,1,0,2021-05-28
Comunidad de Madrid,1311,771,385,31,105,150,2021-05-28
Comunidad Foral de Navarra,46,242,11,833,1,2,2021-05-28
Comunidad Valenciana,115,101,25,289,14,10,2021-05-28
España,4813,386,1426,1471,485,575,2021-05-28
Extremadura,26,88,10,478,0,2,2021-05-28
Galicia,117,138,29,384,20,12,2021-05-28
Islas Baleares,34,103,11,401,2,6,2021-05-28
Islas Canarias,159,289,41,863,8,15,2021-05-28
La Rioja,44,609,14,2642,6,5,2021-05-28
Melilla,10,549,1,588,0,1,2021-05-28
País Vasco,385,783,102,2367,49,58,2021-05-28
Principado de Asturias,93,268,28,918,13,13,2021-05-28
Región de Murcia,64,155,24,505,7,11,2021-05-28
Andalucía,863,479,208,1103,85,46,2021-05-31
Aragón,229,543,51,2217,21,6,2021-05-31
Cantabria,32,218,7,7,2,2,2021-05-31
Castilla y León,278,413,100,1976,21,5,2021-05-31
Castilla-La Mancha,232,467,71,1929,12,11,2021-05-31
Cataluña,780,312,260,1991,47,29,2021-05-31
Ceuta,4,201,2,1176,0,0,2021-05-31
Comunidad de Madrid,1309,778,359,2928,89,42,2021-05-31
Comunidad Foral de Navarra,46,242,13,985,2,3,2021-05-31
Comunidad Valenciana,137,12,25,288,19,5,2021-05-31
España,4858,391,1347,1398,387,172,2021-05-31
Extremadura,22,75,6,287,2,3,2021-05-31
Galicia,115,136,28,371,23,3,2021-05-31
Islas Baleares,34,104,11,404,4,1,2021-05-31
Islas Canarias,155,28,36,755,6,1,2021-05-31
La Rioja,44,609,14,2642,1,0,2021-05-31
Melilla,11,604,1,588,1,1,2021-05-31
País Vasco,388,799,100,2315,34,10,2021-05-31
Principado de Asturias,103,297,30,984,7,0,2021-05-31
Región de Murcia,76,185,25,526,11,4,2021-05-31
Andalucía,845,468,205,1087,113,130,2021-06-01
Aragón,217,515,48,2087,28,34,2021-06-01
Cantabria,31,211,6,6,5,7,2021-06-01
Castilla y León,262,391,96,1916,24,35,2021-06-01
Castilla-La Mancha,236,476,69,1865,14,13,2021-06-01
Cataluña,744,297,248,1872,75,132,2021-06-01
Ceuta,5,255,1,588,1,1,2021-06-01
Comunidad de Madrid,1247,738,338,2759,110,156,2021-06-01
Comunidad Foral de Navarra,43,227,12,952,4,5,2021-06-01
Comunidad Valenciana,133,118,26,301,19,24,2021-06-01
España,4655,375,1285,1333,496,679,2021-06-01
Extremadura,20,68,5,239,1,2,2021-06-01
Galicia,113,133,25,331,21,13,2021-06-01
Islas Baleares,30,92,10,369,2,5,2021-06-01
Islas Canarias,139,251,33,692,5,13,2021-06-01
La Rioja,42,581,14,2642,5,8,2021-06-01
Melilla,9,495,1,588,1,3,2021-06-01
País Vasco,376,767,95,2209,53,76,2021-06-01
Principado de Asturias,99,288,32,1049,12,10,2021-06-01
Región de Murcia,64,155,21,442,3,12,2021-06-01
Andalucía,803,445,200,1062,95,135,2021-06-02
Aragón,205,491,46,20,22,31,2021-06-02
Cantabria,31,21,6,566,4,4,2021-06-02
Castilla y León,252,379,92,1836,20,21,2021-06-02
Castilla-La Mancha,233,471,62,168,21,23,2021-06-02
Cataluña,709,282,239,1805,66,97,2021-06-02
Ceuta,5,256,1,588,0,0,2021-06-02
Comunidad de Madrid,1204,715,327,2683,97,127,2021-06-02
Comunidad Foral de Navarra,40,21,13,1032,1,3,2021-06-02
Comunidad Valenciana,122,109,25,292,17,17,2021-06-02
España,4471,36,1236,1285,462,594,2021-06-02
Extremadura,20,68,6,287,4,4,2021-06-02
Galicia,104,123,20,265,23,13,2021-06-02
Islas Baleares,32,99,12,443,4,2,2021-06-02
Islas Canarias,131,237,29,608,8,14,2021-06-02
La Rioja,43,595,13,2453,6,5,2021-06-02
Melilla,10,549,1,588,1,0,2021-06-02
País Vasco,369,745,90,2103,52,68,2021-06-02
Principado de Asturias,101,294,33,1082,14,16,2021-06-02
Región de Murcia,57,138,21,442,7,14,2021-06-02
Andalucía,750,415,186,991,96,141,2021-06-03
Aragón,189,452,47,2043,19,28,2021-06-03
Cantabria,29,197,6,566,4,6,2021-06-03
Castilla y León,251,384,90,1804,34,25,2021-06-03
Castilla-La Mancha,221,447,65,1762,16,27,2021-06-03
Cataluña,676,269,230,1744,53,89,2021-06-03
Ceuta,5,254,1,588,1,1,2021-06-03
Comunidad de Madrid,1183,702,322,2666,87,143,2021-06-03
Comunidad Foral de Navarra,40,21,13,1083,4,5,2021-06-03
Comunidad Valenciana,120,107,24,28,23,20,2021-06-03
España,4298,347,1205,1257,432,605,2021-06-03
Extremadura,20,68,7,335,0,1,2021-06-03
Galicia,99,117,17,225,11,10,2021-06-03
Islas Baleares,34,105,12,444,2,3,2021-06-03
Islas Canarias,132,24,31,65,13,13,2021-06-03
La Rioja,35,484,13,2453,3,11,2021-06-03
Melilla,9,495,1,588,1,2,2021-06-03
País Vasco,368,776,91,2141,51,58,2021-06-03
Principado de Asturias,89,259,31,1016,9,11,2021-06-03
Región de Murcia,48,117,18,379,5,11,2021-06-03
Andalucía,758,42,181,962,83,90,2021-06-04
Aragón,180,431,46,20,13,18,2021-06-04
Cantabria,28,202,8,755,4,3,2021-06-04
Castilla y León,246,371,87,1743,21,19,2021-06-04
Castilla-La Mancha,223,451,63,1717,12,8,2021-06-04
Cataluña,665,265,223,1705,59,77,2021-06-04
Ceuta,3,152,1,588,0,2,2021-06-04
Comunidad de Madrid,1089,647,310,2585,102,127,2021-06-04
