Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios,number_file
Cantabria,2021-05-31,30268,84.92,565,90,1,386
Castilla y León,2021-05-31,231104,132.86,6884,504,2,386
Castilla-La Mancha,2021-05-31,193066,122.48,5918,719,6,386
Cataluña,2021-05-31,611755,107.76,14542,747,11,386
Ceuta,2021-05-31,5872,20.19,115,43,1,386
Comunidad de Madrid,2021-05-31,716173,178.87,15287,1557,2,386
Comunidad Foral de Navarra,2021-05-31,62422,131.28,1174,190,3,386
Comunidad Valenciana,2021-05-31,394760,34.7,7392,400,3,386
España,2021-05-31,3678390,121.75,79953,9732,48,386
Extremadura,2021-05-31,75829,75.28,1803,136,2,386
Galicia,2021-05-31,126933,69.43,2404,311,2,386
Islas Baleares,2021-05-31,60464,37.9,839,100,0,386
Islas Canarias,2021-05-31,56487,73.16,770,261,1,386
La Rioja,2021-05-31,30897,174.73,771,148,0,386
Melilla,2021-05-31,9124,186.04,97,26,0,386
País Vasco,2021-05-31,198674,196.08,4429,862,0,386
Principado de Asturias,2021-05-31,52380,71.46,1967,167,2,386
Región de Murcia,2021-05-31,113069,75.83,1600,143,0,386
Andalucía,2021-06-01,586178,176.09,9900,1300,13,387
Aragón,2021-06-01,124368,164.51,3511,133,2,387
Cantabria,2021-06-01,30300,83.55,565,32,0,387
Castilla y León,2021-06-01,231403,133.91,6884,299,0,387
Castilla-La Mancha,2021-06-01,193145,118.23,5914,79,-4,387
Cataluña,2021-06-01,612377,98.97,14544,622,2,387
Ceuta,2021-06-01,5879,26.13,115,7,0,387
Comunidad de Madrid,2021-06-01,717030,173.47,15295,857,8,387
Comunidad Foral de Navarra,2021-06-01,62490,133.55,1175,68,1,387
Comunidad Valenciana,2021-06-01,394926,35.47,7393,166,1,387
España,2021-06-01,3682778,120.33,79983,4388,30,387
Extremadura,2021-06-01,75905,77.44,1804,76,1,387
Galicia,2021-06-01,127028,69.58,2406,95,2,387
Islas Baleares,2021-06-01,60502,38.15,839,38,0,387
Islas Canarias,2021-06-01,56561,71.14,770,74,0,387
La Rioja,2021-06-01,30942,180.67,771,45,0,387
Melilla,2021-06-01,9137,175.71,97,13,0,387
País Vasco,2021-06-01,199008,199.64,4433,334,4,387
Principado de Asturias,2021-06-01,52455,74.21,1967,75,0,387
Región de Murcia,2021-06-01,113144,73.78,1600,75,0,387
Andalucía,2021-06-02,587551,177.01,9918,1373,18,388
Aragón,2021-06-02,124517,156.24,3511,149,0,388
Cantabria,2021-06-02,30352,85.78,565,52,0,388
Castilla y León,2021-06-02,231661,131.65,6890,258,6,388
Castilla-La Mancha,2021-06-02,193173,106.35,5923,28,9,388
Cataluña,2021-06-02,613539,100.41,14552,1162,8,388
Ceuta,2021-06-02,5896,28.5,115,17,0,388
Comunidad de Madrid,2021-06-02,717880,165.47,15307,850,12,388
Comunidad Foral de Navarra,2021-06-02,62583,136.72,1176,93,1,388
Comunidad Valenciana,2021-06-02,395109,35.81,7393,183,0,388
España,2021-06-02,3687762,118.54,80049,4984,66,388
Extremadura,2021-06-02,75960,74.72,1804,55,0,388
Galicia,2021-06-02,127121,66.66,2407,93,1,388
Islas Baleares,2021-06-02,60537,38.75,839,35,0,388
Islas Canarias,2021-06-02,56693,72.47,771,132,1,388
La Rioja,2021-06-02,30999,186.61,771,57,0,388
Melilla,2021-06-02,9148,181.45,97,11,0,388
País Vasco,2021-06-02,199347,198.78,4441,339,8,388
Principado de Asturias,2021-06-02,52496,73.62,1967,41,0,388
Región de Murcia,2021-06-02,113200,69.15,1602,56,2,388
Andalucía,2021-06-03,589198,180.8,9927,1647,9,389
Aragón,2021-06-03,124671,149.62,3511,154,0,389
Cantabria,2021-06-03,30376,85.43,565,24,0,389
Castilla y León,2021-06-03,231924,132.03,6891,263,1,389
Castilla-La Mancha,2021-06-03,193342,100.67,5925,169,2,389
Cataluña,2021-06-03,614471,102.87,14555,932,3,389
Ceuta,2021-06-03,5909,30.88,115,13,0,389
Comunidad de Madrid,2021-06-03,718743,160.39,15309,863,2,389
Comunidad Foral de Navarra,2021-06-03,62662,139.9,1176,79,0,389
Comunidad Valenciana,2021-06-03,395314,36.32,7399,205,6,389
España,2021-06-03,3693012,118.29,80099,5250,50,389
Extremadura,2021-06-03,76016,73.69,1804,56,0,389
Galicia,2021-06-03,127230,63.7,2409,109,2,389
Islas Baleares,2021-06-03,60582,40.29,839,45,0,389
Islas Canarias,2021-06-03,56834,70.45,771,141,0,389
La Rioja,2021-06-03,31097,207.24,771,98,0,389
Melilla,2021-06-03,9156,172.26,97,8,0,389
País Vasco,2021-06-03,199658,197.12,4463,311,22,389
Principado de Asturias,2021-06-03,52551,71.56,1970,55,3,389
Región de Murcia,2021-06-03,113278,67.76,1602,78,0,389
Andalucía,2021-06-04,590684,182.59,9928,1486,1,390
Aragón,2021-06-04,124819,143,3517,148,6,390
Cantabria,2021-06-04,30414,86.81,565,38,0,390
Castilla y León,2021-06-04,232170,130.74,6894,246,3,390
Castilla-La Mancha,2021-06-04,193511,96.32,5927,169,2,390
Cataluña,2021-06-04,615478,104.33,14595,1007,40,390
Ceuta,2021-06-04,5915,35.63,116,6,1,390
Comunidad de Madrid,2021-06-04,719515,154.66,15341,772,32,390
Comunidad Foral de Navarra,2021-06-04,62720,138.54,1177,58,1,390
Comunidad Valenciana,2021-06-04,395515,37.67,7399,201,0,390
España,2021-06-04,3697987,117.22,80196,4975,97,390
Extremadura,2021-06-04,76095,74.62,1805,79,1,390
Galicia,2021-06-04,127330,59.96,2411,100,2,390
Islas Baleares,2021-06-04,60619,39.69,839,37,0,390
Islas Canarias,2021-06-04,56965,69.26,772,131,1,390
La Rioja,2021-06-04,31141,206.62,773,44,2,390
Melilla,2021-06-04,9165,166.52,97,9,0,390
País Vasco,2021-06-04,199976,194.1,4467,318,4,390
Principado de Asturias,2021-06-04,52603,70.67,1971,52,1,390
Región de Murcia,2021-06-04,113352,64.98,1602,74,0,390
Andalucía,2021-06-07,593602,186.39,9934,2918,6,391
Aragón,2021-06-07,125083,132.84,3521,264,4,391
Cantabria,2021-06-07,30483,80.97,565,69,0,391
Castilla y León,2021-06-07,232567,123.01,6894,397,0,391
Castilla-La Mancha,2021-06-07,194017,99.55,5932,506,5,391
Cataluña,2021-06-07,617193,108.37,14599,1715,4,391
Ceuta,2021-06-07,5943,48.69,116,28,0,391
Comunidad de Madrid,2021-06-07,720815,142.04,15351,1300,10,391
Comunidad Foral de Navarra,2021-06-07,62873,138.84,1178,153,1,391
Comunidad Valenciana,2021-06-07,395931,40.04,7399,416,0,391
España,2021-06-07,3707523,115.32,80236,9536,40,391
Extremadura,2021-06-07,76214,72.46,1805,119,0,391
Galicia,2021-06-07,127561,52.19,2413,231,2,391
Islas Baleares,2021-06-07,60728,40.29,839,109,0,391
Islas Canarias,2021-06-07,57250,67.88,775,285,3,391
La Rioja,2021-06-07,31265,215.68,774,124,1,391
Melilla,2021-06-07,9176,151.59,97,11,0,391
País Vasco,2021-06-07,200615,184.1,4470,639,3,391
Principado de Asturias,2021-06-07,52737,70.28,1972,134,1,391
Región de Murcia,2021-06-07,113470,61.01,1602,118,0,391
Andalucía,2021-06-08,594650,188.13,9947,1048,13,392
Aragón,2021-06-08,125159,129.31,3521,76,0,392
Cantabria,2021-06-08,30511,78.4,566,28,1,392
Castilla y León,2021-06-08,232770,120.51,6899,203,5,392
Castilla-La Mancha,2021-06-08,194139,95.39,5960,122,28,392
Cataluña,2021-06-08,617767,105.76,14606,574,7,392
Ceuta,2021-06-08,5943,48.69,116,0,0,392
Comunidad de Madrid,2021-06-08,721384,135.5,15364,569,13,392
Comunidad Foral de Navarra,2021-06-08,62918,137.18,1178,45,0,392
Comunidad Valenciana,2021-06-08,396098,39.9,7401,167,2,392
España,2021-06-08,3711027,113.45,80309,3504,73,392
Extremadura,2021-06-08,76280,71.15,1805,66,0,392
Galicia,2021-06-08,127656,51.22,2414,95,1,392
Islas Baleares,2021-06-08,60767,39.78,840,39,1,392
Islas Canarias,2021-06-08,57368,68.66,776,118,1,392
La Rioja,2021-06-08,31305,212.87,774,40,0,392
Melilla,2021-06-08,9190,144.7,97,14,0,392
País Vasco,2021-06-08,200836,181.85,4470,221,0,392
Principado de Asturias,2021-06-08,52777,70.38,1972,40,0,392
Región de Murcia,2021-06-08,113509,56.18,1603,39,1,392
Andalucía,2021-06-09,595838,187.7,9950,1188,3,393
Aragón,2021-06-09,125270,125.25,3523,111,2,393
Cantabria,2021-06-09,30543,78.4,566,32,0,393
Castilla y León,2021-06-09,232976,118.63,6901,206,2,393
Castilla-La Mancha,2021-06-09,194323,90.21,5963,184,3,393
Cataluña,2021-06-09,618757,108.19,14606,990,0,393
Ceuta,2021-06-09,5946,46.32,116,3,0,393
Comunidad de Madrid,2021-06-09,722100,129.15,15373,716,9,393
Comunidad Foral de Navarra,2021-06-09,62975,138.08,1178,57,0,393
Comunidad Valenciana,2021-06-09,396311,39.76,7400,213,-1,393
España,2021-06-09,3715454,111.91,80332,4427,23,393
Extremadura,2021-06-09,76329,68.99,1805,49,0,393
Galicia,2021-06-09,127731,48.12,2414,75,0,393
Islas Baleares,2021-06-09,60804,41.83,840,37,0,393
Islas Canarias,2021-06-09,57508,70.08,778,140,2,393
La Rioja,2021-06-09,31348,202.24,775,43,1,393
Melilla,2021-06-09,9200,145.85,97,10,0,393
País Vasco,2021-06-09,201063,175.41,4472,227,2,393
Principado de Asturias,2021-06-09,52856,71.46,1972,79,0,393
Región de Murcia,2021-06-09,113576,54.39,1603,67,0,393
Andalucía,2021-06-10,597465,189.37,9967,1627,17,394
Aragón,2021-06-10,125373,121.79,3525,103,2,394
Cantabria,2021-06-10,30563,73.08,566,20,0,394
Castilla y León,2021-06-10,233165,115.75,6901,189,0,394
Castilla-La Mancha,2021-06-10,194532,89.38,5966,209,3,394
Cataluña,2021-06-10,629143,107.73,14690,10386,84,394
Ceuta,2021-06-10,5948,43.94,116,2,0,394
Comunidad de Madrid,2021-06-10,722667,122.27,15376,567,3,394
Comunidad Foral de Navarra,2021-06-10,63027,131.88,1178,52,0,394
Comunidad Valenciana,2021-06-10,396502,40.16,7400,191,0,394
España,2021-06-10,3729458,110.35,80465,14004,133,394
Extremadura,2021-06-10,76371,68.14,1805,42,0,394
Galicia,2021-06-10,127821,46.34,2415,90,1,394
Islas Baleares,2021-06-10,60840,40.97,840,36,0,394
Islas Canarias,2021-06-10,57663,70.96,780,155,2,394
La Rioja,2021-06-10,31367,199.12,775,19,0,394
Melilla,2021-06-10,9201,128.62,97,1,0,394
País Vasco,2021-06-10,201300,171.76,4493,237,21,394
Principado de Asturias,2021-06-10,52907,73.32,1972,51,0,394
Región de Murcia,2021-06-10,113603,50.55,1603,27,0,394
Andalucía,2021-06-11,598947,188.14,9975,1482,8,395
Aragón,2021-06-11,125490,119.98,3530,117,5,395
Cantabria,2021-06-11,30588,69.99,566,25,0,395
Castilla y León,2021-06-11,233366,111.99,6904,201,3,395
Castilla-La Mancha,2021-06-11,194727,87.91,5977,195,11,395
Cataluña,2021-06-11,629718,107.18,14691,575,1,395
Ceuta,2021-06-11,5957,47.5,116,9,0,395
Comunidad de Madrid,2021-06-11,723206,115.96,15378,539,2,395
Comunidad Foral de Navarra,2021-06-11,63087,129.01,1178,60,0,395
Comunidad Valenciana,2021-06-11,396689,40.08,7404,187,4,395
España,2021-06-11,3733600,108.46,80501,4142,36,395
Extremadura,2021-06-11,76421,68.42,1805,50,0,395
Galicia,2021-06-11,127925,45.52,2415,104,0,395
Islas Baleares,2021-06-11,60884,42.08,840,44,0,395
Islas Canarias,2021-06-11,57808,72.43,781,145,1,395
La Rioja,2021-06-11,31409,200.05,775,42,0,395
Melilla,2021-06-11,9201,114.84,97,0,0,395
País Vasco,2021-06-11,201518,165.86,4493,218,0,395
Principado de Asturias,2021-06-11,52979,74.7,1972,72,0,395
Región de Murcia,2021-06-11,113680,48.04,1604,77,1,395
Andalucía,2021-06-14,601677,184.75,9981,2730,6,396
Aragón,2021-06-14,125662,108.32,3530,172,0,396
Cantabria,2021-06-14,30653,65.88,566,65,0,396
Castilla y León,2021-06-14,233678,104.35,6906,312,2,396
Castilla-La Mancha,2021-06-14,195140,87.62,5979,413,2,396
Cataluña,2021-06-14,630929,106.2,14691,1211,0,396
Ceuta,2021-06-14,5968,45.13,116,11,0,396
Comunidad de Madrid,2021-06-14,724243,107.23,15378,1037,0,396
Comunidad Foral de Navarra,2021-06-14,63225,120.69,1178,138,0,396
Comunidad Valenciana,2021-06-14,397090,40.93,7405,401,1,396
España,2021-06-14,3741767,104.56,80517,8167,16,396
Extremadura,2021-06-14,76539,66.35,1805,118,0,396
Galicia,2021-06-14,128151,42.38,2417,226,2,396
Islas Baleares,2021-06-14,60971,40.63,842,87,2,396
Islas Canarias,2021-06-14,58184,77.71,782,376,1,396
La Rioja,2021-06-14,31482,180.99,775,73,0,396
Melilla,2021-06-14,9206,89.58,97,5,0,396
País Vasco,2021-06-14,202018,147.8,4493,500,0,396
Principado de Asturias,2021-06-14,53120,72.05,1972,141,0,396
Región de Murcia,2021-06-14,113831,48.44,1604,151,0,396
Andalucía,2021-06-15,602955,184.27,9999,1278,18,397
Aragón,2021-06-15,125732,103.88,3532,70,2,397
Cantabria,2021-06-15,30684,65.53,566,31,0,397
Castilla y León,2021-06-15,233863,99,6909,185,3,397
Castilla-La Mancha,2021-06-15,195226,87.72,5986,86,7,397
Cataluña,2021-06-15,631554,100.03,14695,625,4,397
Ceuta,2021-06-15,5970,39.19,116,2,0,397
Comunidad de Madrid,2021-06-15,724685,101.27,15388,442,10,397
Comunidad Foral de Navarra,2021-06-15,63261,115.55,1178,36,0,397
Comunidad Valenciana,2021-06-15,397226,39.19,7407,136,2,397
España,2021-06-15,3745199,101.39,80579,3432,62,397
Extremadura,2021-06-15,76573,62.12,1805,34,0,397
Galicia,2021-06-15,128220,41.9,2417,69,0,397
Islas Baleares,2021-06-15,61004,40.8,842,33,0,397
Islas Canarias,2021-06-15,58315,80.19,783,131,1,397
La Rioja,2021-06-15,31518,177.86,775,36,0,397
Melilla,2021-06-15,9207,79.24,97,1,0,397
País Vasco,2021-06-15,202169,139.56,4508,151,15,397
Principado de Asturias,2021-06-15,53168,69.2,1972,48,0,397
Región de Murcia,2021-06-15,113869,46.12,1604,38,0,397
Andalucía,2021-06-16,603988,179.71,10000,1033,1,398
Aragón,2021-06-16,125820,99.14,3534,88,2,398
Cantabria,2021-06-16,30710,60.9,566,26,0,398
Castilla y León,2021-06-16,234063,96.83,6911,200,2,398
Castilla-La Mancha,2021-06-16,195323,81.95,5989,97,3,398
Cataluña,2021-06-16,632455,98.73,14713,901,18,398
Ceuta,2021-06-16,5971,38,116,1,0,398
Comunidad de Madrid,2021-06-16,725241,96.92,15393,556,5,398
Comunidad Foral de Navarra,2021-06-16,63323,110.41,1178,62,0,398
Comunidad Valenciana,2021-06-16,397435,39.55,7408,209,1,398
España,2021-06-16,3749031,98.78,80615,3832,36,398
Extremadura,2021-06-16,76638,63.35,1805,65,0,398
Galicia,2021-06-16,128291,40.31,2417,71,0,398
Islas Baleares,2021-06-16,61048,41.31,842,44,0,398
Islas Canarias,2021-06-16,58482,82.08,783,167,0,398
La Rioja,2021-06-16,31560,171.61,775,42,0,398
Melilla,2021-06-16,9209,68.91,97,2,0,398
País Vasco,2021-06-16,202315,131.23,4511,146,3,398
Principado de Asturias,2021-06-16,53217,70.48,1973,49,1,398
Región de Murcia,2021-06-16,113942,46.52,1604,73,0,398
Andalucía,2021-06-17,605431,177.39,10008,1443,8,399
Aragón,2021-06-17,125915,94.63,3537,95,3,399
Cantabria,2021-06-17,30728,60.04,567,18,1,399
Castilla y León,2021-06-17,234173,90.48,6913,110,2,399
Castilla-La Mancha,2021-06-17,195494,77.79,5991,171,2,399
Cataluña,2021-06-17,633391,98.76,14713,936,0,399
Ceuta,2021-06-17,5972,36.82,116,1,0,399
Comunidad de Madrid,2021-06-17,725722,91.86,15393,481,0,399
Comunidad Foral de Navarra,2021-06-17,63375,108.14,1178,52,0,399
Comunidad Valenciana,2021-06-17,397642,39.53,7407,207,-1,399
España,2021-06-17,3753228,96.64,80634,4197,19,399
Extremadura,2021-06-17,76688,62.5,1805,50,0,399
Galicia,2021-06-17,128384,40.45,2417,93,0,399
Islas Baleares,2021-06-17,61074,40.03,843,26,1,399
Islas Canarias,2021-06-17,58642,82.91,783,160,0,399
La Rioja,2021-06-17,31600,155.35,775,40,0,399
Melilla,2021-06-17,9212,60.87,97,3,0,399
País Vasco,2021-06-17,202503,126.64,4513,188,2,399
Principado de Asturias,2021-06-17,53250,68.32,1974,33,1,399
Región de Murcia,2021-06-17,114032,48.3,1604,90,0,399
Andalucía,2021-06-18,606879,179.07,10009,1448,1,400
Aragón,2021-06-18,125999,89.59,3538,84,1,400
Cantabria,2021-06-18,30796,65.02,567,68,0,400
Castilla y León,2021-06-18,234291,85.93,6913,118,0,400
Castilla-La Mancha,2021-06-18,195595,78.28,5992,101,1,400
Cataluña,2021-06-18,634247,98.52,14714,856,1,400
Ceuta,2021-06-18,5973,33.25,116,1,0,400
